iter	Logloss
183	0.6379879483
184	0.6379577889
185	0.6378623324
186	0.6378058962
187	0.6377807318
188	0.637743394
189	0.6377167125
190	0.6376563313
191	0.6376097108
192	0.6375926352
193	0.637563768
194	0.6375550829
195	0.6375230167
196	0.6374883299
197	0.6374204279
198	0.6373655578
199	0.637279395
200	0.6372126546
201	0.6371774922
202	0.6371396556
203	0.6370734821
204	0.6370545517
205	0.6369875756
206	0.6369435696
207	0.6369115214
208	0.6368844432
209	0.6368284116
210	0.6367336316
211	0.6367118707
212	0.6366974886
213	0.6366489403
214	0.6365587861
215	0.6365001475
216	0.6364512869
217	0.6364194975
218	0.6363953535
219	0.6362576271
220	0.6362554934
221	0.6361814463
222	0.6361476284
223	0.6360957117
224	0.6360952664
225	0.6359860809
226	0.6359278771
227	0.6359005588
228	0.6358386263
229	0.6358203571
230	0.6357929992
231	0.6357520431
232	0.6356988046
233	0.6356634786
234	0.6356225874
235	0.6355865278
236	0.6355747603
237	0.6355236627
238	0.63548132
239	0.6354547895
240	0.6354446814
241	0.6353867184
242	0.6353350704
243	0.6353206953
244	0.6352492364
245	0.635206884
246	0.6351940848
247	0.6351820424
248	0.6351156666
249	0.6350574663
250	0.635016741
251	0.6349595639
252	0.6349436145
253	0.634901858
254	0.6348910272
255	0.6348358724
256	0.6347896821
257	0.6347704088
258	0.6347523763
259	0.6347255314
260	0.6346834038
261	0.6346471149
262	0.6345862369
263	0.6345609414
264	0.6345544891
265	0.6345400945
266	0.634513568
267	0.6344838369
268	0.634473825
269	0.6344447197
270	0.6343975169
271	0.6343663999
272	0.6343443245
273	0.6343220979
274	0.6343108119
275	0.6342726326
276	0.6342670326
277	0.6342249268
278	0.6341996608
279	0.6341857275
280	0.634165407
281	0.6341429435
282	0.6341344899
283	0.6341020949
284	0.6340892904
285	0.6340819898
286	0.6340502033
287	0.634039578
288	0.6340173799
289	0.6339481791
290	0.6339300315
291	0.6339188313
292	0.6339142879
293	0.6338738915
294	0.6338468131
295	0.6338216446
296	0.6337976212
297	0.6337801394
298	0.6337630433
299	0.6337040863
300	0.63366529
301	0.6336444546
302	0.6336179474
303	0.633577719
304	0.6335679341
305	0.6335370159
306	0.6335220168
307	0.6335159487
308	0.6334912289
309	0.6334717423
310	0.6334656968
311	0.6334343545
312	0.6334292412
313	0.6334187953
314	0.63337458
315	0.6333728918
316	0.6333681208
317	0.6333652982
318	0.6333262666
319	0.6333168677
320	0.6332902182
321	0.6332702836
322	0.6331966204
323	0.6331518193
324	0.6331138514
325	0.6330528766
326	0.6330210853
327	0.6329850216
328	0.632959805
329	0.6329310082
330	0.6328824872
331	0.6328685712
332	0.6328544356
333	0.6328447168
334	0.6328093263
335	0.6327737415
336	0.6327682484
337	0.632755808
338	0.6327494474
339	0.632689574
340	0.6325981937
341	0.6325384743
342	0.6325246628
343	0.6325111458
344	0.6324960877
345	0.6324459077
346	0.6324077268
347	0.6323636433
348	0.6323474047
349	0.6323282771
350	0.6323220793
351	0.6323187516
352	0.6323090374
353	0.6322924099
354	0.6322825265
355	0.632273876
356	0.6322644389
357	0.6322292437
358	0.6322232449
359	0.6322192539
360	0.6321812772
361	0.6321750763
362	0.6321560334
363	0.6321382858
364	0.6321227294
365	0.6321114196
366	0.6320940616
367	0.6320745215
368	0.6320666021
369	0.6320308704
370	0.6320190723
371	0.6320087354
372	0.6320024451
373	0.6319868903
374	0.6319827924
375	0.6319782998
376	0.6319631796
377	0.6319126554
378	0.6319093909
379	0.6319033998
380	0.6318836796
381	0.6318683979
382	0.6318470189
383	0.631831578
384	0.6318113789
385	0.6317474012
386	0.6317316568
387	0.6317211071
388	0.6317110551
389	0.6316950588
390	0.6316530451
391	0.6316426741
392	0.6316382379
393	0.6316221675
394	0.6316156204
395	0.6316036796
396	0.6315795361
397	0.6315791433
398	0.631563753
399	0.6315443179
400	0.6315412177
401	0.6315161728
402	0.6314947867
403	0.6314898019
404	0.6314883973
405	0.6314812817
406	0.6314782371
407	0.6314748832
408	0.6314560846
409	0.631441889
410	0.6314167226
411	0.6313783189
412	0.6313636689
413	0.6313607922
414	0.6313366793
415	0.6313074116
416	0.6313051152
417	0.6312675795
418	0.6312567155
419	0.631245984
420	0.6312423887
421	0.631230303
422	0.6312239586
423	0.6312041802
424	0.6311876064
425	0.6311657042
426	0.6311542494
427	0.6311540248
428	0.6311424483
429	0.6311077991
430	0.6310872462
431	0.631073503
432	0.6310683496
433	0.631068011
434	0.631048143
435	0.6310297754
436	0.6310077819
437	0.6309972171
438	0.6309855852
439	0.6309772526
440	0.6309590977
441	0.6309513925
442	0.6309317224
443	0.6309167156
444	0.630905765
445	0.6309017214
446	0.6308413515
447	0.6308394183
448	0.6308223449
449	0.6308154902
450	0.6307494911
451	0.6307377216
452	0.6307301924
453	0.6307171541
454	0.6307124914
455	0.6306910122
456	0.6306793931
457	0.6306628793
458	0.630660895
459	0.6306448383
460	0.6306373691
461	0.6306031524
462	0.6305871285
463	0.6305802744
464	0.6305681952
465	0.6305463385
466	0.6305386984
467	0.6305366616
468	0.6305191865
469	0.6305156927
470	0.6305015922
471	0.6304891754
472	0.6304824644
473	0.6304700103
474	0.6304302689
475	0.630419763
476	0.6304168506
477	0.6304013804
478	0.630397788
479	0.630383133
480	0.6303421835
481	0.6303372966
482	0.6303325216
483	0.6303276876
484	0.6303132242
485	0.630297215
486	0.6302918212
487	0.6302895789
488	0.6302792471
489	0.6302713806
490	0.6302621715
491	0.6302537594
492	0.6302395439
493	0.6302331958
494	0.6302274674
495	0.6302063497
496	0.6301711297
497	0.6301711297
498	0.630155388
499	0.6301489941
500	0.6301409058
501	0.630127754
502	0.6301134744
503	0.6300957271
504	0.6300771773
505	0.6300680998
506	0.6300418717
507	0.6300365364
508	0.6300365926
509	0.6300209116
510	0.6300127166
511	0.6300021838
512	0.6299977124
513	0.6299929469
514	0.6299890944
515	0.6299811325
516	0.6299783209
517	0.629946637
518	0.6299363547
519	0.629918552
520	0.6299100141
521	0.629888276
522	0.629882991
523	0.6298561954
524	0.6298483065
525	0.6298379725
526	0.6298074568
527	0.6298054504
528	0.6298010535
529	0.6297801358
530	0.6297652507
531	0.6297548918
532	0.629746919
533	0.6297410788
534	0.6297391123
535	0.6297191821
536	0.6297167103
537	0.6297099636
538	0.6297032284
539	0.6296935105
540	0.6296890377
541	0.6296862746
542	0.6296831345
543	0.6296785624
544	0.6296615503
545	0.6296582855
546	0.629644579
547	0.6296403113
548	0.6296350321
549	0.6296236855
550	0.6296226732
551	0.6296161027
552	0.6296134066
553	0.6295882983
554	0.6295759664
555	0.6295728614
556	0.6295706152
557	0.6295433732
558	0.6295354509
559	0.6295325281
560	0.629523606
561	0.6295176404
562	0.6295070318
563	0.6294955973
564	0.6294771215
565	0.6294655588
566	0.6294602224
567	0.6294355733
568	0.6294290808
569	0.6294150959
570	0.6294072896
571	0.6294024026
572	0.6293997642
573	0.6293985248
574	0.6293892068
575	0.6293842725
576	0.6293782042
577	0.6293750025
578	0.6293666883
579	0.6293590044
580	0.629336548
581	0.6293272362
582	0.6293197067
583	0.6293116439
584	0.6293107481
585	0.6293052194
586	0.6293002085
587	0.6292962708
588	0.6292736502
589	0.6292591286
590	0.6292329864
591	0.62923092
592	0.6292305267
593	0.6292257009
594	0.6292235586
595	0.6292213125
596	0.6292213125
597	0.6292159191
598	0.6292111868
599	0.6292112431
600	0.6291970137
601	0.6291927721
602	0.629186934
603	0.6291742408
604	0.6291642057
605	0.629156121
606	0.6291554503
607	0.6291501675
608	0.629140282
609	0.629131868
610	0.6291291705
611	0.6291095182
612	0.6291031154
613	0.629098679
614	0.6290961515
615	0.6290927239
616	0.629089969
617	0.62907993
618	0.6290726249
619	0.629050606
620	0.6290471228
621	0.6290408164
622	0.6290412609
623	0.6290362607
624	0.6290305953
625	0.6290241952
626	0.6290147393
627	0.6290077734
628	0.6290062597
629	0.628999581
630	0.6289914918
631	0.6289831236
632	0.6289651718
633	0.6289529231
634	0.6289446785
635	0.6289361978
636	0.6289326541
637	0.6288941789
638	0.628877747
639	0.6288690966
640	0.6288385475
641	0.6288288856
642	0.6288202325
643	0.6288033835
644	0.6287958978
645	0.6287953912
646	0.6287899913
647	0.6287897109
648	0.6287876861
649	0.6287792824
650	0.6287766658
651	0.6287708282
652	0.6287545223
653	0.6287372835
654	0.6287313774
655	0.6287300862
656	0.6287143052
657	0.6287139683
658	0.6287101401
659	0.6287078666
660	0.6287034796
661	0.6287011903
662	0.628697986
663	0.628696159
664	0.628685287
665	0.6286805302
666	0.6286719338
667	0.628647638
668	0.6286437603
669	0.6286425286
670	0.6286407397
671	0.6286351848
672	0.6286355192
673	0.6286336945
674	0.6286277317
675	0.6286232843
676	0.6286167675
677	0.6286106773
678	0.6286045471
679	0.6285964911
680	0.6285961521
681	0.6285957848
682	0.6285860106
683	0.6285745469
684	0.6285658464
685	0.6285604554
686	0.6285593323
687	0.6285357077
688	0.6285333824
689	0.6285291709
690	0.6285256319
691	0.6285249029
692	0.6285202435
693	0.6285206947
694	0.6285151891
695	0.6285112384
696	0.6284895372
697	0.6284868439
698	0.628484044
699	0.6284803437
700	0.628477559
701	0.6284706205
702	0.6284669346
703	0.628462259
704	0.6284614691
705	0.628454169
706	0.6284458521
707	0.628435914
708	0.6284233893
709	0.628415812
710	0.6284135066
711	0.6284022525
712	0.6284003526
713	0.6283935003
714	0.628391354
715	0.6283877869
716	0.6283841398
717	0.6283779584
718	0.6283758797
719	0.628369194
720	0.6283654873
721	0.6283564402
722	0.6283550299
723	0.6283478976
724	0.6283381836
725	0.6283335219
726	0.628330943
727	0.628329819
728	0.628317109
729	0.6283055907
730	0.6282983558
731	0.6282825862
732	0.6282831479
733	0.6282779876
734	0.6282645676
735	0.628261591
736	0.6282572096
737	0.6282496198
738	0.6282425157
739	0.6282343214
740	0.6282287614
741	0.6282223626
742	0.6282194303
743	0.6282084478
744	0.6281900821
745	0.6281696734
746	0.6281548041
747	0.628152116
748	0.6281509443
749	0.6281498189
750	0.6281464032
751	0.6281408844
752	0.6281382379
753	0.6281282213
754	0.6281255254
755	0.6281197328
756	0.6281160819
757	0.6281119781
758	0.6281047157
759	0.6280955364
760	0.6280753135
761	0.6280681242
762	0.6280634581
763	0.6280613174
764	0.6280446481
765	0.6280426258
766	0.6280404798
767	0.6280331594
768	0.6280322538
769	0.6280086138
770	0.6280046295
771	0.6280019894
772	0.6280014816
773	0.6279956976
774	0.6279947339
775	0.6279866458
776	0.6279859709
777	0.627982491
778	0.6279658124
779	0.6279618215
780	0.6279391367
781	0.6279368883
782	0.6279344823
783	0.6279258487
784	0.627918274
785	0.6279175988
786	0.6279142201
787	0.6278980862
788	0.6278955565
789	0.6278937435
790	0.6278891352
791	0.6278831821
792	0.6278765533
793	0.6278734639
794	0.627872056
795	0.6278605996
796	0.6278583535
797	0.6278521161
798	0.6278496998
799	0.6278413811
800	0.6278244738
801	0.6278232281
802	0.6278198394
803	0.6278104648
804	0.6278103524
805	0.6278063206
806	0.6278019376
807	0.6277946867
808	0.6277908165
809	0.6277828246
810	0.6277781056
811	0.6277738286
812	0.6277745586
813	0.6277665279
814	0.6277619246
815	0.6277513034
816	0.6277452963
817	0.6277433904
818	0.6277341773
819	0.6277273245
820	0.627726431
821	0.6277240711
822	0.6277167512
823	0.6277091192
824	0.6277063385
825	0.6276852264
826	0.6276853329
827	0.6276829166
828	0.6276826919
829	0.6276743125
830	0.627662902
831	0.6276603764
832	0.6276544265
833	0.6276526296
834	0.6276508885
835	0.6276426322
836	0.6276372262
837	0.62761355
838	0.6276105968
839	0.6275972782
840	0.6275967716
841	0.6275923831
842	0.6275908838
843	0.627578101
844	0.627567682
845	0.627564197
846	0.6275510739
847	0.6275508473
848	0.6275416896
849	0.6275332047
850	0.627528163
851	0.6275260303
852	0.6275133952
853	0.6275080593
854	0.6275052743
855	0.6275031347
856	0.6274971826
857	0.6274907651
858	0.6274830764
859	0.6274824066
860	0.6274801013
861	0.6274766345
862	0.6274702865
863	0.6274669716
864	0.627466473
865	0.6274657589
866	0.6274571661
867	0.6274530146
868	0.6274491881
869	0.6274440622
870	0.627439012
871	0.627429358
872	0.6274267802
873	0.6274218997
874	0.6274153193
875	0.62741188
876	0.6274119964
877	0.6274107607
878	0.6274095802
879	0.6274093561
880	0.6274065463
881	0.6273993067
882	0.6273949835
883	0.6273818199
884	0.6273821568
885	0.6273615986
886	0.6273581973
887	0.6273564024
888	0.6273555571
889	0.6273488775
890	0.6273476425
891	0.6273456003
892	0.6273447011
893	0.6273456
894	0.6273385227
895	0.6273351581
896	0.6273287555
897	0.6273244864
898	0.6273162856
899	0.6273146156
900	0.6273098931
901	0.6273022956
902	0.6273011131
903	0.6272971251
904	0.6272880833
905	0.6272787458
906	0.6272723569
907	0.6272719024
908	0.6272643682
909	0.6272599888
910	0.6272586957
911	0.6272377421
912	0.6272381452
913	0.6272339192
914	0.6272297135
915	0.6272290395
916	0.6272242147
917	0.6272208865
918	0.6272142596
919	0.6272065716
920	0.6272062909
921	0.6272045492
922	0.6271998913
923	0.6271943292
924	0.6271854567
925	0.6271827043
926	0.6271806017
927	0.6271808142
928	0.627175539
929	0.6271699189
930	0.6271659874
931	0.6271609212
932	0.6271524939
933	0.6271353997
934	0.6271347223
935	0.6271316842
936	0.6271269121
937	0.6271252254
938	0.6271230921
939	0.6271175971
940	0.6271154081
941	0.6271140613
942	0.6271017698
943	0.627101752
944	0.6270985982
945	0.6270961291
946	0.627087267
947	0.6270759536
948	0.6270736577
949	0.6270644305
950	0.6270648641
951	0.6270633456
952	0.6270571735
953	0.6270560013
954	0.6270549967
955	0.6270540452
956	0.6270516389
957	0.6270481524
958	0.6270415833
959	0.6270377148
960	0.62703749
961	0.6270365346
962	0.6270349059
963	0.6270287724
964	0.6270287162
965	0.6270274796
966	0.6270248385
967	0.627022205
968	0.6270220373
969	0.6270180539
970	0.6270121006
971	0.6270034563
972	0.6270006474
973	0.6269969436
974	0.6269961028
975	0.6269866676
976	0.6269862755
977	0.6269859384
978	0.6269833548
979	0.6269843478
980	0.6269810093
981	0.626979155
982	0.6269738795
983	0.6269673681
984	0.6269668172
985	0.6269627149
986	0.6269606344
987	0.6269599031
988	0.6269534423
989	0.6269430661
990	0.6269334874
991	0.6269287608
992	0.6269285362
993	0.6269285362
994	0.6269221398
995	0.6269192215
996	0.626917422
997	0.6269099941
998	0.6269066566
999	0.6269034955
